,17538
2.2.2.3.3.4.4.4.6.6.,1
2.2.2.3.3.4.4.4.6.8.,1
2.2.2.3.3.4.4.5.5.,27
2.2.2.3.3.4.4.5.5.5.5.,1
2.2.2.3.3.4.4.5.5.6.6.,2
2.2.2.3.3.4.4.5.6.7.,1
2.2.2.3.3.4.4.6.,2
2.2.2.3.3.4.4.6.6.,2
2.2.2.3.3.4.5.5.,46
2.2.2.3.3.4.5.5.5.5.6.,2
2.2.2.3.3.4.5.5.6.,19
2.2.2.3.3.4.5.5.6.6.,71
2.2.2.3.3.4.5.6.7.,1
2.2.2.3.3.5.5.5.5.6.7.9.,1
2.2.2.3.3.5.5.6.,1
2.2.2.3.3.5.5.6.6.6.,4
2.2.2.3.4.4.4.4.4.4.5.6.6.6.,2
2.2.2.3.4.4.4.4.4.5.,6
2.2.2.3.4.4.4.4.5.,2
2.2.2.3.4.4.4.4.5.6.6.8.,9
2.2.2.3.4.4.4.4.5.6.8.,1
2.2.2.3.4.4.4.4.5.7.7.,2
2.2.2.3.4.4.4.5.,1
2.2.2.3.4.4.4.5.5.5.,2
2.2.2.3.4.4.4.5.5.5.6.,1
2.2.2.3.4.4.4.5.5.5.8.,1
2.2.2.3.4.4.4.5.5.7.,1
2.2.2.3.4.4.4.5.5.7.8.,1
2.2.2.3.4.4.4.5.6.,7
2.2.2.3.4.4.4.5.6.6.,4
2.2.2.3.4.4.5.,11
2.2.2.3.4.4.5.5.5.,4
2.2.2.3.4.4.5.5.5.6.,2
2.2.2.3.4.4.5.5.5.6.6.,3
2.2.2.3.4.4.5.6.,7
2.2.2.3.4.4.5.6.7.7.8.,5
2.2.2.3.4.4.5.7.7.,1
2.2.2.3.4.5.,9
2.2.2.3.4.5.5.5.6.,1
2.2.2.3.4.5.5.5.6.6.6.8.10.,1
2.2.2.3.4.5.5.5.7.7.,1
2.2.2.3.4.5.5.6.6.6.7.,5
2.2.2.3.4.5.6.,5
2.2.2.3.4.5.6.6.7.7.7.7.,2
2.2.2.3.5.5.5.,1
2.2.2.3.5.5.5.6.6.,3
2.2.2.4.4.,19
2.2.2.4.4.4.4.5.5.7.7.,1
2.2.2.4.4.4.5.5.,2
2.2.2.4.4.4.5.5.6.6.7.8.8.9.,6
2.2.2.4.4.4.5.5.6.7.7.,12
2.2.2.4.4.4.5.6.7.,1
2.2.2.4.4.5.5.6.,1
2.2.2.4.5.5.5.5.6.7.7.,1
2.2.2.4.5.5.6.6.,1
2.2.3.3.,593
2.2.3.3.3.3.,122
2.2.3.3.3.3.3.3.,3
2.2.3.3.3.3.3.3.3.4.5.6.7.7.,1
2.2.3.3.3.3.3.3.4.,20
2.2.3.3.3.3.3.3.4.4.5.5.6.,1
2.2.3.3.3.3.3.3.4.4.6.,6
2.2.3.3.3.3.3.3.4.6.,10
2.2.3.3.3.3.3.3.5.6.7.,1
2.2.3.3.3.3.3.4.4.4.5.,3
2.2.3.3.3.3.3.4.4.5.,21
2.2.3.3.3.3.3.4.4.7.,1
2.2.3.3.3.3.3.4.5.,85
2.2.3.3.3.3.3.4.5.5.6.7.,6
2.2.3.3.3.3.3.4.5.5.7.,2
2.2.3.3.3.3.3.4.5.6.,21
2.2.3.3.3.3.3.4.5.6.6.,5
2.2.3.3.3.3.3.5.,6
2.2.3.3.3.3.3.5.5.5.,1
2.2.3.3.3.3.3.5.5.6.6.7.8.,6
2.2.3.3.3.3.3.5.5.7.,1
2.2.3.3.3.3.3.5.6.,2
2.2.3.3.3.3.3.5.6.6.6.,1
2.2.3.3.3.3.4.,62
2.2.3.3.3.3.4.4.,17
2.2.3.3.3.3.4.4.4.,156
2.2.3.3.3.3.4.4.4.4.,1
2.2.3.3.3.3.4.4.4.4.6.,2
2.2.3.3.3.3.4.4.4.4.6.6.,4
2.2.3.3.3.3.4.4.4.5.5.5.6.7.,1
2.2.3.3.3.3.4.4.4.6.,1
2.2.3.3.3.3.4.4.4.6.6.,2
2.2.3.3.3.3.4.4.4.6.8.9.9.,1
2.2.3.3.3.3.4.4.4.7.7.,1
2.2.3.3.3.3.4.4.5.5.,3
2.2.3.3.3.3.4.4.5.5.6.,5
2.2.3.3.3.3.4.4.5.5.6.6.6.,2
2.2.3.3.3.3.4.4.5.6.7.8.,1
2.2.3.3.3.3.4.4.6.,3
2.2.3.3.3.3.4.4.6.6.,4
2.2.3.3.3.3.4.4.6.6.7.7.,6
2.2.3.3.3.3.4.5.5.,71
2.2.3.3.3.3.4.5.5.5.5.,1
2.2.3.3.3.3.4.5.5.5.6.7.,6
2.2.3.3.3.3.4.5.5.6.,2
2.2.3.3.3.3.4.5.5.6.7.7.,2
2.2.3.3.3.3.4.5.6.7.,1
2.2.3.3.3.3.4.6.6.,12
2.2.3.3.3.3.4.6.6.6.,4
2.2.3.3.3.3.4.6.7.7.,1
2.2.3.3.3.3.5.5.5.5.,1
2.2.3.3.3.3.5.5.5.7.7.7.8.,2
2.2.3.3.3.3.5.5.6.,2
2.2.3.3.3.3.5.5.6.6.,41
2.2.3.3.3.3.6.6.,1
2.2.3.3.3.4.4.4.4.4.5.,74
2.2.3.3.3.4.4.4.4.4.7.,1
2.2.3.3.3.4.4.4.4.5.,61
2.2.3.3.3.4.4.4.4.5.5.7.,4
2.2.3.3.3.4.4.4.4.6.6.7.,5
2.2.3.3.3.4.4.4.5.,6
2.2.3.3.3.4.4.4.5.5.5.,1
2.2.3.3.3.4.4.4.5.5.7.,1
2.2.3.3.3.4.4.4.5.6.6.,4
2.2.3.3.3.4.4.4.5.6.8.,1
2.2.3.3.3.4.4.4.6.7.,1
2.2.3.3.3.4.4.4.6.7.7.7.,2
2.2.3.3.3.4.4.4.6.8.9.,1
2.2.3.3.3.4.4.4.7.,4
2.2.3.3.3.4.4.5.,35
2.2.3.3.3.4.4.5.5.5.,2
2.2.3.3.3.4.4.5.5.5.6.,6
2.2.3.3.3.4.4.5.5.6.6.7.,1
2.2.3.3.3.4.4.5.5.6.7.,2
2.2.3.3.3.4.4.5.5.6.7.8.,1
2.2.3.3.3.4.4.5.5.7.8.10.,3
2.2.3.3.3.4.4.5.6.,4
2.2.3.3.3.4.4.5.6.6.,62
2.2.3.3.3.4.4.5.6.6.6.,6
2.2.3.3.3.4.4.5.6.6.6.6.,54
2.2.3.3.3.4.4.5.6.6.8.8.,1
2.2.3.3.3.4.4.6.6.6.8.9.,1
2.2.3.3.3.4.5.,11
2.2.3.3.3.4.5.5.5.,8
2.2.3.3.3.4.5.5.5.5.5.,3
2.2.3.3.3.4.5.5.5.6.,1
2.2.3.3.3.4.5.5.5.6.6.,1
2.2.3.3.3.4.5.5.6.6.7.,3
2.2.3.3.3.4.5.5.6.6.9.,1
2.2.3.3.3.4.5.5.6.7.,2
2.2.3.3.3.4.5.5.7.,2
2.2.3.3.3.4.5.6.,4
2.2.3.3.3.4.5.6.6.,2
2.2.3.3.3.4.5.6.6.6.,6
2.2.3.3.3.4.5.6.6.8.,11
2.2.3.3.3.4.5.6.7.7.7.9.,1
2.2.3.3.3.5.,12
2.2.3.3.3.5.5.5.,1
2.2.3.3.3.5.5.5.5.5.6.,2
2.2.3.3.3.5.5.5.6.,1
2.2.3.3.3.5.6.,3
2.2.3.3.4.,8
2.2.3.3.4.4.,21
2.2.3.3.4.4.4.,8
2.2.3.3.4.4.4.4.,8
2.2.3.3.4.4.4.4.4.,2
2.2.3.3.4.4.4.4.4.4.6.,2
2.2.3.3.4.4.4.4.4.5.5.,29
2.2.3.3.4.4.4.4.4.6.,1
2.2.3.3.4.4.4.4.5.5.,8
2.2.3.3.4.4.4.4.5.5.6.,42
2.2.3.3.4.4.4.4.5.6.6.7.,26
2.2.3.3.4.4.4.4.6.,2
2.2.3.3.4.4.4.4.6.6.7.9.10.,2
2.2.3.3.4.4.4.4.6.6.8.,1
2.2.3.3.4.4.4.4.6.8.,1
2.2.3.3.4.4.4.5.5.,18
2.2.3.3.4.4.4.5.5.5.7.,1
2.2.3.3.4.4.4.5.5.6.6.,21
2.2.3.3.4.4.4.5.5.6.7.7.8.,1
2.2.3.3.4.4.4.5.5.6.8.,1
2.2.3.3.4.4.4.5.5.7.8.8.9.,1
2.2.3.3.4.4.4.5.5.8.8.,1
2.2.3.3.4.4.4.5.6.6.6.7.,24
2.2.3.3.4.4.4.5.7.,1
2.2.3.3.4.4.4.6.,5
2.2.3.3.4.4.4.6.6.,5
2.2.3.3.4.4.5.5.,6
2.2.3.3.4.4.5.5.5.6.8.9.,2
2.2.3.3.4.4.5.5.5.7.,1
2.2.3.3.4.4.5.5.6.,22
2.2.3.3.4.4.5.5.6.6.,3
2.2.3.3.4.4.5.5.6.6.6.,2
2.2.3.3.4.4.5.5.6.6.8.,4
2.2.3.3.4.4.5.6.6.7.8.,3
2.2.3.3.4.4.5.6.7.,1
2.2.3.3.4.5.5.,6
2.2.3.3.4.5.5.5.5.,4
2.2.3.3.4.5.5.6.6.,1
2.2.3.3.4.5.5.6.6.6.,1
2.2.3.3.4.5.5.6.6.7.8.9.,1
2.2.3.3.4.5.6.6.6.7.,1
2.2.3.3.5.5.5.6.7.,1
2.2.3.3.5.5.6.,2
2.2.3.4.4.4.4.4.4.5.6.6.,8
2.2.3.4.4.4.4.4.5.,8
2.2.3.4.4.4.4.4.5.5.5.,3
2.2.3.4.4.4.4.5.,10
2.2.3.4.4.4.4.5.5.6.9.,1
2.2.3.4.4.4.4.5.6.,1
2.2.3.4.4.4.4.5.6.6.,6
2.2.3.4.4.4.4.6.6.6.7.,20
2.2.3.4.4.4.4.6.6.7.8.,1
2.2.3.4.4.4.4.6.7.,1
2.2.3.4.4.4.5.,16
2.2.3.4.4.4.5.5.5.6.,1
2.2.3.4.4.4.5.5.5.6.6.,1
2.2.3.4.4.4.5.5.5.6.8.8.,1
2.2.3.4.4.4.5.5.6.7.,1
2.2.3.4.4.4.5.5.7.,1
2.2.3.4.4.4.5.5.7.7.7.,3
2.2.3.4.4.4.5.6.,6
2.2.3.4.4.4.5.6.6.,8
2.2.3.4.4.4.5.6.6.6.,1
2.2.3.4.4.4.6.7.,1
2.2.3.4.4.5.,2
2.2.3.4.4.5.5.5.6.,5
2.2.3.4.4.5.5.6.6.6.7.8.,2
2.2.3.4.4.5.5.6.6.7.,3
2.2.3.4.4.5.5.6.7.,3
2.2.3.4.4.5.5.6.7.8.8.,2
2.2.3.4.5.5.5.5.5.6.8.10.,1
2.2.3.4.5.5.5.6.,1
2.2.3.4.5.5.5.6.6.,1
2.2.3.4.5.5.5.6.6.6.,3
2.2.3.4.5.6.6.6.,1
2.2.4.4.4.4.4.4.6.6.,66
2.2.4.4.4.4.4.5.5.5.5.,26
2.2.4.4.4.4.4.5.5.6.6.,1
2.2.4.4.4.4.4.6.,1
2.2.4.4.4.4.4.6.6.,1
2.2.4.4.4.4.5.5.,1
2.2.4.4.4.4.5.5.5.7.,4
2.2.4.4.4.4.5.5.6.,1
2.2.4.4.4.4.5.5.6.6.,2
2.2.4.4.4.4.5.5.6.6.7.7.,1
2.2.4.4.4.5.5.5.5.,3
2.2.4.4.4.5.5.5.6.6.7.,1
2.2.4.4.4.5.5.5.6.6.7.8.,1
2.2.4.4.4.5.5.6.,1
2.2.4.4.4.5.5.6.6.6.7.7.,1
2.2.4.4.4.5.5.6.7.7.,1
2.2.4.4.5.5.5.5.6.,1
2.2.4.4.5.5.5.5.6.6.,7
2.2.4.5.5.5.5.5.6.6.6.7.,31
2.3.3.3.3.,19
2.3.3.3.3.3.3.3.4.4.4.4.5.6.8.,14
2.3.3.3.3.3.3.3.4.4.4.5.6.8.,1
2.3.3.3.3.3.3.3.4.4.5.6.7.7.,1
2.3.3.3.3.3.3.3.4.5.5.6.7.,2
2.3.3.3.3.3.3.3.5.,3
2.3.3.3.3.3.3.4.,8
2.3.3.3.3.3.3.4.4.,5
2.3.3.3.3.3.3.4.4.4.,83
2.3.3.3.3.3.3.4.4.5.6.6.7.8.,1
2.3.3.3.3.3.3.4.5.5.,1
2.3.3.3.3.3.3.4.5.5.6.,2
2.3.3.3.3.3.3.4.5.7.,1
2.3.3.3.3.3.3.4.6.6.,1
2.3.3.3.3.3.3.5.5.,3
2.3.3.3.3.3.3.5.5.5.6.6.7.,1
2.3.3.3.3.3.3.5.5.5.7.,3
2.3.3.3.3.3.3.5.5.6.7.9.,1
2.3.3.3.3.3.4.4.5.,8
2.3.3.3.3.3.4.4.5.5.7.,1
2.3.3.3.3.3.4.4.5.5.7.8.,5
2.3.3.3.3.3.4.4.5.6.,1
2.3.3.3.3.3.4.4.5.6.6.8.,2
2.3.3.3.3.3.4.4.5.6.7.7.,48
2.3.3.3.3.3.4.5.,9
2.3.3.3.3.3.4.5.6.,4
2.3.3.3.3.3.4.5.6.7.7.,2
2.3.3.3.3.3.5.5.5.,1
2.3.3.3.3.3.5.5.5.6.,1
2.3.3.3.3.3.5.6.,1
2.3.3.3.3.4.,7
2.3.3.3.3.4.4.,10
2.3.3.3.3.4.4.4.,28
2.3.3.3.3.4.4.4.4.,4
2.3.3.3.3.4.4.4.4.4.,19
2.3.3.3.3.4.4.4.4.5.5.,1
2.3.3.3.3.4.4.4.4.5.5.6.,72
2.3.3.3.3.4.4.4.4.5.5.8.,1
2.3.3.3.3.4.4.4.4.7.7.8.,2
2.3.3.3.3.4.4.4.5.5.,26
2.3.3.3.3.4.4.4.5.5.6.,2
2.3.3.3.3.4.4.4.5.5.6.8.,3
2.3.3.3.3.4.4.4.5.7.8.,1
2.3.3.3.3.4.4.4.6.,2
2.3.3.3.3.4.4.4.6.6.,1
2.3.3.3.3.4.4.4.6.6.6.8.,1
2.3.3.3.3.4.4.5.5.,17
2.3.3.3.3.4.4.5.5.6.,51
2.3.3.3.3.4.4.5.5.7.7.,1
2.3.3.3.3.4.4.5.6.6.7.,7
2.3.3.3.3.4.4.5.6.6.7.8.,1
2.3.3.3.3.4.4.5.6.7.,2
2.3.3.3.3.4.4.6.,2
2.3.3.3.3.4.4.6.6.6.8.,1
2.3.3.3.3.4.5.5.,13
2.3.3.3.3.4.5.5.5.5.6.,2
2.3.3.3.3.4.5.5.5.6.7.,1
2.3.3.3.3.4.5.5.6.,11
2.3.3.3.3.4.5.5.6.6.,11
2.3.3.3.3.4.5.5.6.6.7.7.,1
2.3.3.3.3.4.5.5.6.6.8.,2
2.3.3.3.3.4.5.6.6.6.7.8.,1
2.3.3.3.3.4.5.6.6.7.,1
2.3.3.3.3.4.6.6.,2
2.3.3.3.3.4.6.6.7.7.8.,1
2.3.3.3.3.5.5.,3
2.3.3.3.3.5.5.5.5.,2
2.3.3.3.3.5.5.6.6.7.7.,1
2.3.3.3.3.5.5.6.6.7.7.8.,1
2.3.3.3.3.5.5.6.7.7.,2
2.3.3.3.3.5.6.7.7.7.8.8.10.,2
2.3.3.3.4.4.4.4.4.5.,20
2.3.3.3.4.4.4.4.4.5.6.,10
2.3.3.3.4.4.4.4.4.5.6.6.,2
2.3.3.3.4.4.4.4.4.5.6.6.6.7.7.,65
2.3.3.3.4.4.4.4.5.,8
2.3.3.3.4.4.4.4.5.5.5.,1
2.3.3.3.4.4.4.4.5.5.5.6.,2
2.3.3.3.4.4.4.4.5.5.8.9.,3
2.3.3.3.4.4.4.4.5.6.,1
2.3.3.3.4.4.4.4.5.6.6.,10
2.3.3.3.4.4.4.4.5.6.8.8.9.9.,2
2.3.3.3.4.4.4.4.7.,12
2.3.3.3.4.4.4.5.,17
2.3.3.3.4.4.4.5.5.5.,3
2.3.3.3.4.4.4.5.5.5.6.6.,5
2.3.3.3.4.4.4.5.5.5.8.,1
2.3.3.3.4.4.4.5.5.6.6.7.,28
2.3.3.3.4.4.4.5.5.6.7.,2
2.3.3.3.4.4.4.5.5.6.7.8.,2
2.3.3.3.4.4.4.5.5.6.8.9.,2
2.3.3.3.4.4.4.5.5.6.9.9.9.,1
2.3.3.3.4.4.4.5.5.7.7.9.,1
2.3.3.3.4.4.4.5.6.,15
2.3.3.3.4.4.4.5.6.6.,39
2.3.3.3.4.4.4.5.6.7.7.8.8.,2
2.3.3.3.4.4.4.5.6.8.,12
2.3.3.3.4.4.4.6.7.,2
2.3.3.3.4.4.5.,16
2.3.3.3.4.4.5.5.5.,14
2.3.3.3.4.4.5.5.5.5.5.,1
2.3.3.3.4.4.5.5.5.5.7.,1
2.3.3.3.4.4.5.5.5.6.,2
2.3.3.3.4.4.5.5.5.7.7.8.,1
2.3.3.3.4.4.5.5.5.7.7.8.8.,1
2.3.3.3.4.4.5.5.5.8.,50
2.3.3.3.4.4.5.5.6.6.7.,2
2.3.3.3.4.4.5.5.6.6.7.7.9.,1
2.3.3.3.4.4.5.5.6.7.7.7.,1
2.3.3.3.4.4.5.5.7.8.,1
2.3.3.3.4.4.5.6.,7
2.3.3.3.4.4.5.6.6.6.,87
2.3.3.3.4.4.5.6.7.7.8.,1
2.3.3.3.4.5.,7
2.3.3.3.4.5.5.5.,6
2.3.3.3.4.5.5.5.5.5.6.8.,1
2.3.3.3.4.5.5.5.6.,10
2.3.3.3.4.5.5.5.6.6.,1
2.3.3.3.4.5.5.5.6.6.6.8.,1
2.3.3.3.4.5.5.5.6.6.7.7.,4
2.3.3.3.4.5.5.5.6.7.7.8.8.,2
2.3.3.3.4.5.5.6.6.7.,6
2.3.3.3.4.5.5.6.6.7.8.,1
2.3.3.3.4.5.5.6.6.7.8.8.,1
2.3.3.3.4.5.6.,1
2.3.3.3.4.5.6.6.6.8.8.,7
2.3.3.3.4.5.6.6.7.7.,1
2.3.3.3.4.6.6.6.7.,1
2.3.3.3.5.5.5.,1
2.3.3.3.5.5.5.6.6.,4
2.3.3.3.5.5.5.6.6.6.,12
2.3.3.3.5.5.5.7.7.,1
2.3.3.3.5.6.6.7.7.7.8.9.,1
2.3.3.4.4.4.,92
2.3.3.4.4.4.4.,30
2.3.3.4.4.4.4.4.,2
2.3.3.4.4.4.4.4.4.4.4.,5
2.3.3.4.4.4.4.4.4.5.5.,18
2.3.3.4.4.4.4.4.5.5.6.,7
2.3.3.4.4.4.4.4.5.7.,1
2.3.3.4.4.4.4.4.5.7.8.,2
2.3.3.4.4.4.4.4.6.,1
2.3.3.4.4.4.4.4.6.7.7.,1
2.3.3.4.4.4.4.5.5.,6
2.3.3.4.4.4.4.5.5.5.6.7.8.,1
2.3.3.4.4.4.4.5.5.6.,9
2.3.3.4.4.4.4.5.5.6.6.,2
2.3.3.4.4.4.4.5.5.6.6.8.,1
2.3.3.4.4.4.4.5.5.6.8.,1
2.3.3.4.4.4.4.5.5.6.8.8.,1
2.3.3.4.4.4.4.5.5.6.8.9.9.10.,1
2.3.3.4.4.4.4.5.5.7.7.,10
2.3.3.4.4.4.4.5.6.6.7.,1
2.3.3.4.4.4.4.5.6.6.9.,2
2.3.3.4.4.4.4.5.6.7.,2
2.3.3.4.4.4.4.5.6.7.8.,1
2.3.3.4.4.4.4.6.,4
2.3.3.4.4.4.4.6.6.,2
2.3.3.4.4.4.5.5.,3
2.3.3.4.4.4.5.5.5.5.6.,1
2.3.3.4.4.4.5.5.6.,4
2.3.3.4.4.4.5.5.6.6.,3
2.3.3.4.4.4.5.5.6.6.6.,3
2.3.3.4.4.4.5.5.6.6.6.8.,2
2.3.3.4.4.4.5.5.6.7.7.,1
2.3.3.4.4.4.5.5.6.8.,1
2.3.3.4.4.4.5.5.7.7.8.,1
2.3.3.4.4.4.5.6.6.6.7.8.,1
2.3.3.4.4.4.5.6.6.7.,1
2.3.3.4.4.4.5.6.6.7.7.7.8.,1
2.3.3.4.4.4.5.6.7.,3
2.3.3.4.4.4.5.6.7.8.,1
2.3.3.4.4.4.6.,4
2.3.3.4.4.4.6.6.6.6.,6
2.3.3.4.4.5.5.,37
2.3.3.4.4.5.5.5.5.,6
2.3.3.4.4.5.5.5.5.5.5.7.9.,1
2.3.3.4.4.5.5.5.5.5.6.7.,52
2.3.3.4.4.5.5.5.5.6.,88
2.3.3.4.4.5.5.5.5.6.6.6.,3
2.3.3.4.4.5.5.5.5.6.7.7.8.,31
2.3.3.4.4.5.5.5.5.8.,4
2.3.3.4.4.5.5.5.6.6.7.,2
2.3.3.4.4.5.5.5.6.6.7.8.,1
2.3.3.4.4.5.5.5.6.6.8.8.8.9.,6
2.3.3.4.4.5.5.5.6.7.8.10.,1
2.3.3.4.4.5.5.5.7.,1
2.3.3.4.4.5.5.5.7.8.,1
2.3.3.4.4.5.5.6.,2
2.3.3.4.4.5.5.6.6.,5
2.3.3.4.4.5.5.6.6.6.,10
2.3.3.4.4.5.5.6.6.8.,3
2.3.3.4.4.5.5.6.7.7.,1
2.3.3.4.4.5.6.6.6.7.7.7.,2
2.3.3.4.4.5.6.6.7.,1
2.3.3.4.4.5.6.6.7.8.,1
2.3.3.4.4.5.6.7.,1
2.3.3.4.5.5.,6
2.3.3.4.5.5.5.5.6.,6
2.3.3.4.5.5.5.5.6.6.,2
2.3.3.4.5.5.5.5.6.6.6.,1
2.3.3.4.5.5.5.6.6.6.7.,9
2.3.3.4.5.5.5.6.6.7.,2
2.3.3.4.5.5.5.6.6.7.8.,1
2.3.3.4.5.5.6.6.,3
2.3.3.5.5.5.5.5.5.6.6.7.9.,1
2.3.3.5.5.5.5.5.6.7.8.,1
2.3.4.4.4.4.4.4.5.,2
2.3.4.4.4.4.4.4.5.5.5.,7
2.3.4.4.4.4.4.4.5.6.,12
2.3.4.4.4.4.4.4.5.6.6.,2
2.3.4.4.4.4.4.4.6.7.,1
2.3.4.4.4.4.4.4.7.,1
2.3.4.4.4.4.4.5.,5
2.3.4.4.4.4.4.5.5.5.,1
2.3.4.4.4.4.4.5.5.7.,1
2.3.4.4.4.4.4.5.6.6.,2
2.3.4.4.4.4.4.6.7.,1
2.3.4.4.4.4.5.,68
2.3.4.4.4.4.5.5.5.,5
2.3.4.4.4.4.5.5.5.5.5.6.,79
2.3.4.4.4.4.5.5.5.5.9.,1
2.3.4.4.4.4.5.5.5.6.,44
2.3.4.4.4.4.5.5.5.6.6.,2
2.3.4.4.4.4.5.5.6.6.7.,1
2.3.4.4.4.4.5.5.6.6.7.8.,1
2.3.4.4.4.4.5.5.6.6.7.8.8.,71
